Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
2007-03-17;01:33:00;0.388;0.2;237.8;1.8;0.0;1.0;0.0
2007-03-17;01:34:00;0.386;0.2;237.97;1.8;0.0;1.0;0.0
2007-03-17;01:35:00;0.388;0.204;238.93;1.8;0.0;2.0;0.0
2007-03-17;01:36:00;0.328;0.122;239.69;1.4;0.0;1.0;0.0
2007-03-17;01:37:00;0.294;0.076;239.24;1.2;0.0;1.0;0.0
2007-03-17;01:38:00;0.292;0.076;239.61;1.2;0.0;2.0;0.0
2007-03-17;01:39:00;0.292;0.078;240.04;1.2;0.0;1.0;0.0
2007-03-17;01:40:00;0.292;0.078;240.33;1.2;0.0;1.0;0.0
2007-03-17;01:41:00;0.292;0.082;241.06;1.2;0.0;2.0;0.0
2007-03-17;01:42:00;0.29;0.08;240.67;1.2;0.0;1.0;0.0
2007-03-17;01:43:00;0.29;0.078;240.47;1.2;0.0;1.0;0.0
2007-03-17;01:44:00;0.288;0.078;240.08;1.2;0.0;1.0;0.0
2007-03-17;01:45:00;0.288;0.078;240.15;1.2;0.0;2.0;0.0
2007-03-17;01:46:00;0.286;0.076;239.49;1.2;0.0;1.0;0.0
2007-03-17;01:47:00;0.288;0.078;240.07;1.2;0.0;1.0;0.0
2007-03-17;01:48:00;0.288;0.078;240.23;1.2;0.0;1.0;0.0
2007-03-17;01:49:00;0.286;0.076;239.86;1.2;0.0;1.0;0.0
2007-03-17;01:50:00;0.38;0.182;239.93;1.8;0.0;2.0;0.0
2007-03-17;01:51:00;0.304;0.084;240.62;1.2;0.0;0.0;0.0
2007-03-17;01:52:00;0.292;0.062;240.84;1.2;0.0;0.0;0.0
2007-03-17;01:53:00;0.292;0.062;240.87;1.2;0.0;0.0;0.0
2007-03-17;01:54:00;0.288;0.06;239.96;1.2;0.0;0.0;0.0
2007-03-17;01:55:00;0.288;0.062;240.5;1.2;0.0;0.0;0.0
2007-03-17;01:56:00;0.286;0.06;239.97;1.2;0.0;0.0;0.0
2007-03-17;01:57:00;0.284;0.056;239.16;1.2;0.0;0.0;0.0
2007-03-17;01:58:00;0.282;0.056;238.96;1.2;0.0;0.0;0.0
2007-03-17;01:59:00;0.268;0.0;239.13;1.2;0.0;0.0;0.0
2007-03-17;02:00:00;0.212;0.0;239.3;0.8;0.0;0.0;0.0
2007-03-17;02:01:00;0.216;0.0;241.26;1.0;0.0;0.0;0.0
2007-03-17;02:02:00;0.214;0.0;240.27;0.8;0.0;0.0;0.0
2007-03-17;02:03:00;0.318;0.07;240.68;1.4;0.0;0.0;0.0
2007-03-17;02:04:00;0.326;0.094;240.97;1.4;0.0;0.0;0.0
2007-03-17;02:05:00;0.322;0.094;241.33;1.4;0.0;0.0;0.0
2007-03-17;02:06:00;0.322;0.094;241.42;1.4;0.0;0.0;0.0
2007-03-17;02:07:00;0.32;0.094;241.38;1.4;0.0;0.0;0.0
2007-03-17;02:08:00;0.318;0.094;241.29;1.4;0.0;0.0;0.0
2007-03-17;02:09:00;0.316;0.092;241.01;1.4;0.0;0.0;0.0
2007-03-17;02:10:00;0.314;0.092;240.89;1.4;0.0;0.0;0.0
2007-03-17;02:11:00;0.314;0.092;241.0;1.4;0.0;0.0;0.0
2007-03-17;02:12:00;0.312;0.09;240.12;1.4;0.0;0.0;0.0
2007-03-17;02:13:00;0.31;0.09;240.08;1.4;0.0;0.0;0.0
2007-03-17;02:14:00;0.31;0.09;240.19;1.4;0.0;0.0;0.0
2007-03-17;02:15:00;0.31;0.092;240.72;1.4;0.0;0.0;0.0
2007-03-17;02:16:00;0.31;0.092;240.92;1.4;0.0;0.0;0.0
2007-03-17;02:17:00;0.308;0.09;240.36;1.4;0.0;0.0;0.0
2007-03-17;02:18:00;0.282;0.052;242.02;1.2;0.0;0.0;0.0
2007-03-17;02:19:00;0.216;0.0;241.8;1.0;0.0;0.0;0.0
2007-03-17;02:20:00;0.216;0.0;241.3;1.0;0.0;0.0;0.0
2007-03-17;02:21:00;0.214;0.0;240.84;1.0;0.0;0.0;0.0
2007-03-17;02:22:00;0.216;0.0;240.95;1.0;0.0;0.0;0.0
2007-03-17;02:23:00;0.214;0.0;240.24;0.8;0.0;0.0;0.0
2007-03-17;02:24:00;0.214;0.0;239.84;0.8;0.0;0.0;0.0
2007-03-17;02:25:00;0.214;0.0;239.87;0.8;0.0;0.0;0.0
2007-03-17;02:26:00;0.214;0.0;239.88;0.8;0.0;0.0;0.0
2007-03-17;02:27:00;0.214;0.0;239.62;0.8;0.0;0.0;0.0
2007-03-17;02:28:00;0.214;0.0;239.7;0.8;0.0;0.0;0.0
2007-03-17;02:29:00;0.212;0.0;239.54;0.8;0.0;0.0;0.0
2007-03-17;02:30:00;0.212;0.0;239.47;0.8;0.0;0.0;0.0
2007-03-17;02:31:00;0.212;0.0;239.29;0.8;0.0;0.0;0.0
2007-03-17;02:32:00;0.24;0.0;238.83;1.2;0.0;0.0;0.0
2007-03-17;02:33:00;0.29;0.06;239.74;1.2;0.0;0.0;0.0
2007-03-17;02:34:00;0.288;0.058;239.51;1.2;0.0;0.0;0.0
2007-03-17;02:35:00;0.29;0.06;239.68;1.2;0.0;0.0;0.0
2007-03-17;02:36:00;0.29;0.06;239.61;1.2;0.0;0.0;0.0
2007-03-17;02:37:00;0.288;0.06;239.91;1.2;0.0;0.0;0.0
2007-03-17;02:38:00;0.286;0.06;239.71;1.2;0.0;0.0;0.0
2007-03-17;02:39:00;0.284;0.058;239.23;1.2;0.0;0.0;0.0
2007-03-17;02:40:00;0.282;0.056;238.65;1.2;0.0;0.0;0.0
2007-03-17;02:41:00;0.282;0.058;239.04;1.2;0.0;0.0;0.0
2007-03-17;02:42:00;0.234;0.0;238.63;1.0;0.0;0.0;0.0
2007-03-17;02:43:00;0.21;0.0;238.17;0.8;0.0;0.0;0.0
2007-03-17;02:44:00;0.212;0.0;238.53;0.8;0.0;0.0;0.0
2007-03-17;02:45:00;0.248;0.0;238.25;1.2;0.0;0.0;0.0
2007-03-17;02:46:00;0.322;0.082;237.99;1.4;0.0;0.0;0.0
2007-03-17;02:47:00;0.318;0.08;237.65;1.4;0.0;0.0;0.0
2007-03-17;02:48:00;0.318;0.084;238.53;1.4;0.0;0.0;0.0
2007-03-17;02:49:00;0.318;0.086;239.25;1.4;0.0;0.0;0.0
2007-03-17;02:50:00;0.316;0.088;239.66;1.4;0.0;0.0;0.0
2007-03-17;02:51:00;0.316;0.088;239.98;1.4;0.0;0.0;0.0
2007-03-17;02:52:00;0.316;0.09;240.45;1.4;0.0;0.0;0.0
2007-03-17;02:53:00;0.316;0.092;240.98;1.4;0.0;0.0;0.0
2007-03-17;02:54:00;0.314;0.092;240.76;1.4;0.0;0.0;0.0
2007-03-17;02:55:00;0.312;0.09;240.31;1.4;0.0;0.0;0.0
2007-03-17;02:56:00;0.312;0.094;241.37;1.4;0.0;0.0;0.0
2007-03-17;02:57:00;0.312;0.094;241.36;1.4;0.0;0.0;0.0
2007-03-17;02:58:00;0.312;0.094;241.2;1.4;0.0;0.0;0.0
2007-03-17;02:59:00;0.31;0.094;241.28;1.4;0.0;0.0;0.0
2007-03-17;03:00:00;0.31;0.096;241.57;1.4;0.0;0.0;0.0
2007-03-17;03:01:00;0.24;0.0;242.27;1.0;0.0;0.0;0.0
2007-03-17;03:02:00;0.216;0.0;241.82;1.0;0.0;0.0;0.0
2007-03-17;03:03:00;0.216;0.0;241.47;1.0;0.0;0.0;0.0
2007-03-17;03:04:00;0.216;0.0;241.56;1.0;0.0;0.0;0.0
2007-03-17;03:05:00;0.216;0.0;241.36;1.0;0.0;0.0;0.0
2007-03-17;03:06:00;0.216;0.0;241.81;1.0;0.0;0.0;0.0
2007-03-17;03:07:00;0.216;0.0;241.52;1.0;0.0;0.0;0.0
2007-03-17;03:08:00;0.216;0.0;241.17;1.0;0.0;0.0;0.0
2007-03-17;03:09:00;0.214;0.0;240.67;1.0;0.0;0.0;0.0
2007-03-17;03:10:00;0.214;0.0;240.47;1.0;0.0;0.0;0.0
2007-03-17;03:11:00;0.214;0.0;240.4;1.0;0.0;0.0;0.0
2007-03-17;03:12:00;0.216;0.0;241.67;1.0;0.0;0.0;0.0
2007-03-17;03:13:00;0.216;0.0;241.19;1.0;0.0;0.0;0.0
2007-03-17;03:14:00;0.216;0.0;241.3;1.0;0.0;0.0;0.0
2007-03-17;03:15:00;0.282;0.0;240.85;1.4;0.0;0.0;0.0
2007-03-17;03:16:00;0.29;0.064;240.71;1.2;0.0;0.0;0.0
2007-03-17;03:17:00;0.29;0.062;239.98;1.2;0.0;0.0;0.0
2007-03-17;03:18:00;0.292;0.062;240.24;1.2;0.0;0.0;0.0
2007-03-17;03:19:00;0.288;0.06;239.55;1.2;0.0;0.0;0.0
2007-03-17;03:20:00;0.288;0.06;240.07;1.2;0.0;0.0;0.0
2007-03-17;03:21:00;0.288;0.062;240.52;1.2;0.0;0.0;0.0
2007-03-17;03:22:00;0.286;0.06;239.9;1.2;0.0;0.0;0.0
2007-03-17;03:23:00;0.284;0.058;239.61;1.2;0.0;0.0;0.0
2007-03-17;03:24:00;0.264;0.0;239.83;1.2;0.0;0.0;0.0
2007-03-17;03:25:00;0.214;0.0;239.74;0.8;0.0;0.0;0.0
2007-03-17;03:26:00;0.214;0.0;240.24;0.8;0.0;0.0;0.0
2007-03-17;03:27:00;0.214;0.0;239.91;0.8;0.0;0.0;0.0
2007-03-17;03:28:00;0.214;0.0;240.08;0.8;0.0;0.0;0.0
2007-03-17;03:29:00;0.254;0.0;239.96;1.2;0.0;0.0;0.0
2007-03-17;03:30:00;0.324;0.088;239.64;1.4;0.0;0.0;0.0
2007-03-17;03:31:00;0.322;0.088;239.78;1.4;0.0;0.0;0.0
2007-03-17;03:32:00;0.32;0.09;239.99;1.4;0.0;0.0;0.0
2007-03-17;03:33:00;0.318;0.086;239.29;1.4;0.0;0.0;0.0
2007-03-17;03:34:00;0.316;0.088;239.44;1.4;0.0;0.0;0.0
2007-03-17;03:35:00;0.316;0.088;239.65;1.4;0.0;0.0;0.0
2007-03-17;03:36:00;0.384;0.17;239.97;1.8;0.0;0.0;0.0
2007-03-17;03:37:00;0.4;0.214;240.67;1.8;0.0;1.0;0.0
2007-03-17;03:38:00;0.396;0.214;240.76;1.8;0.0;1.0;0.0
2007-03-17;03:39:00;0.396;0.212;240.35;1.8;0.0;2.0;0.0
2007-03-17;03:40:00;0.396;0.212;240.41;1.8;0.0;1.0;0.0
2007-03-17;03:41:00;0.394;0.208;239.39;1.8;0.0;2.0;0.0
2007-03-17;03:42:00;0.394;0.21;239.96;1.8;0.0;1.0;0.0
2007-03-17;03:43:00;0.39;0.204;238.71;1.8;0.0;1.0;0.0
2007-03-17;03:44:00;0.392;0.208;239.63;1.8;0.0;2.0;0.0
2007-03-17;03:45:00;0.324;0.112;239.58;1.4;0.0;1.0;0.0
2007-03-17;03:46:00;0.298;0.078;239.89;1.2;0.0;2.0;0.0
2007-03-17;03:47:00;0.298;0.078;240.1;1.2;0.0;1.0;0.0
2007-03-17;03:48:00;0.298;0.078;240.06;1.2;0.0;1.0;0.0
2007-03-17;03:49:00;0.296;0.078;239.9;1.2;0.0;2.0;0.0
2007-03-17;03:50:00;0.294;0.078;239.87;1.2;0.0;1.0;0.0
2007-03-17;03:51:00;0.292;0.074;238.98;1.2;0.0;1.0;0.0
2007-03-17;03:52:00;0.294;0.078;240.32;1.2;0.0;2.0;0.0
2007-03-17;03:53:00;0.292;0.078;240.05;1.2;0.0;1.0;0.0
2007-03-17;03:54:00;0.292;0.078;240.28;1.2;0.0;1.0;0.0
2007-03-17;03:55:00;0.292;0.08;240.8;1.2;0.0;2.0;0.0
2007-03-17;03:56:00;0.292;0.082;241.44;1.2;0.0;1.0;0.0
2007-03-17;03:57:00;0.292;0.082;241.27;1.2;0.0;1.0;0.0
2007-03-17;03:58:00;0.372;0.168;240.43;1.8;0.0;1.0;0.0
2007-03-17;03:59:00;0.36;0.176;239.13;1.6;0.0;1.0;0.0
2007-03-17;04:00:00;0.362;0.178;239.45;1.6;0.0;2.0;0.0
2007-03-17;04:01:00;0.362;0.176;239.16;1.6;0.0;1.0;0.0
2007-03-17;04:02:00;0.36;0.176;239.05;1.6;0.0;1.0;0.0
2007-03-17;04:03:00;0.326;0.124;238.78;1.4;0.0;1.0;0.0
2007-03-17;04:04:00;0.286;0.056;238.9;1.2;0.0;0.0;0.0
2007-03-17;04:05:00;0.284;0.056;238.7;1.2;0.0;0.0;0.0
2007-03-17;04:06:00;0.284;0.056;238.75;1.2;0.0;0.0;0.0
2007-03-17;04:07:00;0.232;0.0;238.42;1.0;0.0;0.0;0.0
2007-03-17;04:08:00;0.214;0.0;239.23;1.0;0.0;0.0;0.0
2007-03-17;04:09:00;0.214;0.0;239.07;1.0;0.0;0.0;0.0
2007-03-17;04:10:00;0.214;0.0;239.22;1.0;0.0;0.0;0.0
2007-03-17;04:11:00;0.214;0.0;239.6;1.0;0.0;0.0;0.0
2007-03-17;04:12:00;0.232;0.0;239.93;1.0;0.0;0.0;0.0
2007-03-17;04:13:00;0.326;0.088;239.92;1.4;0.0;0.0;0.0
2007-03-17;04:14:00;0.324;0.088;239.78;1.4;0.0;0.0;0.0
2007-03-17;04:15:00;0.32;0.086;239.13;1.4;0.0;0.0;0.0
2007-03-17;04:16:00;0.32;0.088;239.91;1.4;0.0;0.0;0.0
2007-03-17;04:17:00;0.318;0.086;239.49;1.4;0.0;0.0;0.0
2007-03-17;04:18:00;0.316;0.086;239.26;1.4;0.0;0.0;0.0
2007-03-17;04:19:00;0.314;0.088;239.63;1.4;0.0;0.0;0.0
2007-03-17;04:20:00;0.314;0.088;239.8;1.4;0.0;0.0;0.0
2007-03-17;04:21:00;0.312;0.088;239.66;1.4;0.0;0.0;0.0
2007-03-17;04:22:00;0.312;0.088;239.68;1.4;0.0;0.0;0.0
2007-03-17;04:23:00;0.31;0.086;239.07;1.4;0.0;0.0;0.0
2007-03-17;04:24:00;0.31;0.086;239.24;1.4;0.0;0.0;0.0
2007-03-17;04:25:00;0.31;0.086;239.4;1.4;0.0;0.0;0.0
2007-03-17;04:26:00;0.32;0.086;239.04;1.4;0.0;0.0;0.0
2007-03-17;04:27:00;0.33;0.088;239.81;1.4;0.0;0.0;0.0
2007-03-17;04:28:00;0.25;0.0;240.55;1.0;0.0;0.0;0.0
2007-03-17;04:29:00;0.216;0.0;240.97;1.0;0.0;0.0;0.0
2007-03-17;04:30:00;0.216;0.0;240.81;1.0;0.0;0.0;0.0
2007-03-17;04:31:00;0.214;0.0;240.22;1.0;0.0;0.0;0.0
2007-03-17;04:32:00;0.214;0.0;239.89;1.0;0.0;0.0;0.0
2007-03-17;04:33:00;0.214;0.0;239.89;1.0;0.0;0.0;0.0
2007-03-17;04:34:00;0.214;0.0;239.72;1.0;0.0;0.0;0.0
2007-03-17;04:35:00;0.214;0.0;239.63;1.0;0.0;0.0;0.0
2007-03-17;04:36:00;0.214;0.0;240.09;1.0;0.0;0.0;0.0
2007-03-17;04:37:00;0.214;0.0;240.24;1.0;0.0;0.0;0.0
2007-03-17;04:38:00;0.214;0.0;240.51;1.0;0.0;0.0;0.0
2007-03-17;04:39:00;0.212;0.0;239.2;0.8;0.0;0.0;0.0
2007-03-17;04:40:00;0.214;0.0;239.52;0.8;0.0;0.0;0.0
2007-03-17;04:41:00;0.308;0.06;239.86;1.4;0.0;0.0;0.0
2007-03-17;04:42:00;0.29;0.06;240.17;1.2;0.0;0.0;0.0
2007-03-17;04:43:00;0.29;0.058;239.7;1.2;0.0;0.0;0.0
2007-03-17;04:44:00;0.29;0.058;239.78;1.2;0.0;0.0;0.0
2007-03-17;04:45:00;0.288;0.058;239.79;1.2;0.0;0.0;0.0
2007-03-17;04:46:00;0.286;0.058;239.41;1.2;0.0;0.0;0.0
2007-03-17;04:47:00;0.284;0.056;238.55;1.2;0.0;0.0;0.0
2007-03-17;04:48:00;0.284;0.058;239.5;1.2;0.0;0.0;0.0
2007-03-17;04:49:00;0.284;0.058;239.35;1.2;0.0;0.0;0.0
2007-03-17;04:50:00;0.216;0.0;239.65;1.0;0.0;0.0;0.0
2007-03-17;04:51:00;0.214;0.0;239.91;0.8;0.0;0.0;0.0
2007-03-17;04:52:00;0.214;0.0;240.36;1.0;0.0;0.0;0.0
2007-03-17;04:53:00;0.214;0.0;240.22;1.0;0.0;0.0;0.0
2007-03-17;04:54:00;0.214;0.0;239.52;0.8;0.0;0.0;0.0
2007-03-17;04:55:00;0.214;0.0;239.77;0.8;0.0;0.0;0.0
2007-03-17;04:56:00;0.214;0.0;240.63;1.0;0.0;0.0;0.0
2007-03-17;04:57:00;0.34;0.092;240.52;1.4;0.0;0.0;0.0
2007-03-17;04:58:00;0.324;0.09;240.46;1.4;0.0;0.0;0.0
2007-03-17;04:59:00;0.322;0.09;240.33;1.4;0.0;0.0;0.0
2007-03-17;05:00:00;0.32;0.09;240.2;1.4;0.0;0.0;0.0
2007-03-17;05:01:00;0.318;0.088;240.03;1.4;0.0;0.0;0.0
2007-03-17;05:02:00;0.316;0.088;239.61;1.4;0.0;0.0;0.0
2007-03-17;05:03:00;0.316;0.09;240.53;1.4;0.0;0.0;0.0
2007-03-17;05:04:00;0.314;0.09;240.27;1.4;0.0;0.0;0.0
2007-03-17;05:05:00;0.314;0.09;240.1;1.4;0.0;0.0;0.0
2007-03-17;05:06:00;0.31;0.086;239.43;1.4;0.0;0.0;0.0
2007-03-17;05:07:00;0.31;0.084;238.93;1.4;0.0;0.0;0.0
2007-03-17;05:08:00;0.308;0.084;238.87;1.2;0.0;0.0;0.0
2007-03-17;05:09:00;0.308;0.086;239.29;1.2;0.0;0.0;0.0
2007-03-17;05:10:00;0.306;0.084;238.75;1.2;0.0;0.0;0.0
2007-03-17;05:11:00;0.306;0.086;239.13;1.2;0.0;0.0;0.0
2007-03-17;05:12:00;0.234;0.0;239.48;1.0;0.0;0.0;0.0
2007-03-17;05:13:00;0.214;0.0;240.31;1.0;0.0;0.0;0.0
2007-03-17;05:14:00;0.214;0.0;240.6;1.0;0.0;0.0;0.0
2007-03-17;05:15:00;0.214;0.0;240.05;1.0;0.0;0.0;0.0
2007-03-17;05:16:00;0.214;0.0;239.96;0.8;0.0;0.0;0.0
2007-03-17;05:17:00;0.214;0.0;239.66;0.8;0.0;0.0;0.0
2007-03-17;05:18:00;0.212;0.0;239.07;0.8;0.0;0.0;0.0
2007-03-17;05:19:00;0.214;0.0;239.95;0.8;0.0;0.0;0.0
2007-03-17;05:20:00;0.214;0.0;240.01;0.8;0.0;0.0;0.0
2007-03-17;05:21:00;0.214;0.0;240.61;1.0;0.0;0.0;0.0
2007-03-17;05:22:00;0.216;0.0;241.0;1.0;0.0;0.0;0.0
2007-03-17;05:23:00;0.214;0.0;240.09;0.8;0.0;0.0;0.0
2007-03-17;05:24:00;0.298;0.046;238.61;1.4;0.0;0.0;0.0
2007-03-17;05:25:00;0.288;0.054;238.35;1.2;0.0;0.0;0.0
2007-03-17;05:26:00;0.288;0.052;237.81;1.2;0.0;0.0;0.0
2007-03-17;05:27:00;0.288;0.054;238.61;1.2;0.0;0.0;0.0
2007-03-17;05:28:00;0.286;0.054;238.47;1.2;0.0;0.0;0.0
2007-03-17;05:29:00;0.284;0.052;238.23;1.2;0.0;0.0;0.0
2007-03-17;05:30:00;0.284;0.054;238.73;1.2;0.0;0.0;0.0
2007-03-17;05:31:00;0.284;0.056;238.93;1.2;0.0;0.0;0.0
2007-03-17;05:32:00;0.28;0.052;238.71;1.2;0.0;0.0;0.0
2007-03-17;05:33:00;0.21;0.046;237.69;0.8;0.0;0.0;0.0
2007-03-17;05:34:00;0.212;0.046;238.22;0.8;0.0;0.0;0.0
2007-03-17;05:35:00;0.212;0.046;238.29;0.8;0.0;0.0;0.0
2007-03-17;05:36:00;0.21;0.046;238.27;0.8;0.0;0.0;0.0
2007-03-17;05:37:00;0.21;0.046;238.1;0.8;0.0;0.0;0.0
2007-03-17;05:38:00;0.212;0.046;238.37;0.8;0.0;0.0;0.0
2007-03-17;05:39:00;0.274;0.0;238.59;1.2;0.0;0.0;0.0
2007-03-17;05:40:00;0.322;0.084;238.65;1.4;0.0;0.0;0.0
2007-03-17;05:41:00;0.32;0.084;238.6;1.4;0.0;0.0;0.0
2007-03-17;05:42:00;0.316;0.082;237.96;1.4;0.0;0.0;0.0
2007-03-17;05:43:00;0.316;0.084;238.9;1.4;0.0;0.0;0.0
2007-03-17;05:44:00;0.316;0.088;239.75;1.4;0.0;0.0;0.0
2007-03-17;05:45:00;0.316;0.088;240.0;1.4;0.0;0.0;0.0
2007-03-17;05:46:00;0.312;0.084;238.89;1.4;0.0;0.0;0.0
2007-03-17;05:47:00;0.31;0.082;238.51;1.4;0.0;0.0;0.0
2007-03-17;05:48:00;0.312;0.086;239.23;1.4;0.0;0.0;0.0
2007-03-17;05:49:00;0.308;0.082;238.39;1.4;0.0;0.0;0.0
2007-03-17;05:50:00;0.348;0.12;238.47;1.6;0.0;0.0;0.0
2007-03-17;05:51:00;0.392;0.204;239.19;1.8;0.0;1.0;0.0
2007-03-17;05:52:00;0.39;0.204;238.96;1.8;0.0;1.0;0.0
2007-03-17;05:53:00;0.392;0.208;239.77;1.8;0.0;1.0;0.0
2007-03-17;05:54:00;0.334;0.126;239.74;1.4;0.0;2.0;0.0
2007-03-17;05:55:00;0.3;0.078;239.86;1.2;0.0;1.0;0.0
2007-03-17;05:56:00;0.3;0.08;240.21;1.2;0.0;2.0;0.0
2007-03-17;05:57:00;0.3;0.078;239.87;1.2;0.0;1.0;0.0
2007-03-17;05:58:00;0.298;0.074;239.05;1.2;0.0;1.0;0.0
2007-03-17;05:59:00;0.302;0.078;239.83;1.2;0.0;2.0;0.0
2007-03-17;06:00:00;0.306;0.078;240.01;1.2;0.0;1.0;0.0
2007-03-17;06:01:00;0.304;0.078;240.11;1.2;0.0;2.0;0.0
2007-03-17;06:02:00;0.304;0.076;239.43;1.2;0.0;1.0;0.0
2007-03-17;06:03:00;0.302;0.076;239.31;1.2;0.0;1.0;0.0
2007-03-17;06:04:00;0.3;0.074;239.18;1.2;0.0;2.0;0.0
2007-03-17;06:05:00;0.298;0.074;239.16;1.2;0.0;1.0;0.0
2007-03-17;06:06:00;0.296;0.072;238.2;1.2;0.0;1.0;0.0
2007-03-17;06:07:00;0.37;0.15;238.9;1.8;0.0;2.0;0.0
2007-03-17;06:08:00;0.37;0.176;239.22;1.6;0.0;1.0;0.0
2007-03-17;06:09:00;0.37;0.174;238.89;1.6;0.0;1.0;0.0
2007-03-17;06:10:00;0.368;0.174;238.54;1.6;0.0;1.0;0.0
2007-03-17;06:11:00;0.368;0.176;239.29;1.6;0.0;2.0;0.0
2007-03-17;06:12:00;0.366;0.178;239.68;1.6;0.0;1.0;0.0
2007-03-17;06:13:00;0.364;0.176;239.45;1.6;0.0;1.0;0.0
2007-03-17;06:14:00;0.36;0.174;238.75;1.6;0.0;1.0;0.0
2007-03-17;06:15:00;0.362;0.178;239.86;1.6;0.0;1.0;0.0
2007-03-17;06:16:00;0.298;0.086;240.22;1.2;0.0;2.0;0.0
2007-03-17;06:17:00;0.266;0.0;240.09;1.2;0.0;0.0;0.0
2007-03-17;06:18:00;0.218;0.0;239.62;1.0;0.0;0.0;0.0
2007-03-17;06:19:00;0.218;0.0;239.69;1.0;0.0;0.0;0.0
2007-03-17;06:20:00;0.218;0.0;240.01;1.0;0.0;0.0;0.0
2007-03-17;06:21:00;0.218;0.0;240.1;1.0;0.0;0.0;0.0
2007-03-17;06:22:00;0.232;0.0;238.98;1.2;0.0;0.0;0.0
2007-03-17;06:23:00;0.33;0.088;239.69;1.4;0.0;0.0;0.0
2007-03-17;06:24:00;0.328;0.088;239.86;1.4;0.0;0.0;0.0
2007-03-17;06:25:00;0.324;0.086;239.4;1.4;0.0;0.0;0.0
2007-03-17;06:26:00;0.32;0.084;238.55;1.4;0.0;0.0;0.0
2007-03-17;06:27:00;0.32;0.082;238.47;1.4;0.0;0.0;0.0
2007-03-17;06:28:00;0.316;0.08;237.94;1.4;0.0;0.0;0.0
2007-03-17;06:29:00;0.314;0.08;237.86;1.4;0.0;0.0;0.0
2007-03-17;06:30:00;0.314;0.082;238.44;1.4;0.0;0.0;0.0
2007-03-17;06:31:00;0.314;0.084;238.76;1.4;0.0;0.0;0.0
2007-03-17;06:32:00;0.314;0.084;239.14;1.4;0.0;0.0;0.0
2007-03-17;06:33:00;0.312;0.084;238.89;1.4;0.0;0.0;0.0
2007-03-17;06:34:00;0.318;0.088;238.3;1.4;0.0;0.0;0.0
2007-03-17;06:35:00;0.308;0.078;237.09;1.2;0.0;0.0;0.0
2007-03-17;06:36:00;0.308;0.08;237.42;1.2;0.0;0.0;0.0
2007-03-17;06:37:00;0.308;0.08;237.48;1.2;0.0;0.0;0.0
2007-03-17;06:38:00;0.226;0.0;238.87;1.0;0.0;0.0;0.0
2007-03-17;06:39:00;0.216;0.0;239.46;1.0;0.0;0.0;0.0
2007-03-17;06:40:00;0.444;0.046;239.37;2.6;0.0;0.0;2.0
2007-03-17;06:41:00;1.304;0.058;237.63;5.4;0.0;0.0;18.0
2007-03-17;06:42:00;1.294;0.058;237.96;5.4;0.0;0.0;18.0
2007-03-17;06:43:00;1.28;0.058;237.91;5.4;0.0;0.0;18.0
2007-03-17;06:44:00;1.266;0.058;237.37;5.2;0.0;0.0;17.0
2007-03-17;06:45:00;1.258;0.06;237.04;5.2;0.0;0.0;18.0
2007-03-17;06:46:00;1.304;0.058;237.91;5.4;0.0;0.0;17.0
2007-03-17;06:47:00;1.432;0.06;238.28;6.0;0.0;0.0;18.0
2007-03-17;06:48:00;1.278;0.054;239.46;5.2;0.0;0.0;17.0
2007-03-17;06:49:00;1.294;0.052;240.95;5.2;0.0;0.0;18.0
2007-03-17;06:50:00;1.378;0.046;240.61;5.6;0.0;0.0;18.0
2007-03-17;06:51:00;1.366;0.052;241.44;5.6;0.0;0.0;18.0
2007-03-17;06:52:00;1.358;0.05;240.63;5.6;0.0;0.0;18.0
2007-03-17;06:53:00;1.36;0.05;240.95;5.6;0.0;0.0;17.0
2007-03-17;06:54:00;1.364;0.052;241.27;5.6;0.0;0.0;18.0
2007-03-17;06:55:00;1.37;0.052;241.48;5.6;0.0;0.0;18.0
2007-03-17;06:56:00;1.368;0.052;241.56;5.6;0.0;0.0;18.0
2007-03-17;06:57:00;1.364;0.052;241.18;5.6;0.0;0.0;18.0
2007-03-17;06:58:00;1.368;0.052;241.59;5.6;0.0;0.0;18.0
2007-03-17;06:59:00;1.324;0.0;241.33;5.4;0.0;0.0;17.0
2007-03-17;07:00:00;1.286;0.052;241.09;5.2;0.0;0.0;18.0
2007-03-17;07:01:00;1.286;0.054;241.03;5.2;0.0;0.0;18.0
2007-03-17;07:02:00;1.29;0.052;241.5;5.2;0.0;0.0;18.0
2007-03-17;07:03:00;1.292;0.052;241.12;5.2;0.0;0.0;18.0
2007-03-17;07:04:00;1.29;0.054;240.84;5.2;0.0;0.0;18.0
2007-03-17;07:05:00;1.368;0.0;240.96;5.6;0.0;0.0;17.0
2007-03-17;07:06:00;1.39;0.076;240.07;5.8;0.0;0.0;18.0
2007-03-17;07:07:00;1.374;0.074;239.49;5.6;0.0;0.0;18.0
2007-03-17;07:08:00;1.37;0.074;239.2;5.6;0.0;0.0;17.0
2007-03-17;07:09:00;1.374;0.074;239.27;5.6;0.0;0.0;18.0
2007-03-17;07:10:00;1.374;0.074;239.23;5.6;0.0;0.0;17.0
2007-03-17;07:11:00;1.372;0.074;239.21;5.6;0.0;0.0;18.0
